title,timestamp_first,def_first,timestamp_end,def_end
1911 in Argentine football,2007-11-12T11:11:02Z,"<y> -11-12T11:11:02Z </y> <t>  in Argentine football </t> saw Alumni regain the championship for the third time in succession, by beating Porteño in a championship playoff.",2020-06-18T23:44:26Z,"<y> -04-10T21:02:57Z </y> <t>  in Argentine football </t> saw Alumni regain the championship for the third time in succession, by beating Porteño in a championship playoff."
1912 Detroit Tigers season,2007-12-11T23:58:17Z,<y> -12-11T23:58:17Z </y> The Detroit Tigers'  season was a season in American baseball.,2021-06-17T11:10:57Z,<y> -04-04T16:31:18Z </y> The <t>  Detroit Tigers season </t> was a season in American baseball.
1912 Philadelphia Phillies season,2007-11-16T04:41:21Z,<y> -11-16T04:41:21Z </y> Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-06-19T10:42:10Z,<y> -04-04T16:40:48Z </y> The <t>  Philadelphia Phillies season </t> was a season in American baseball.
1913 Philadelphia Phillies season,2007-11-26T02:34:41Z,<y> -11-26T02:34:41Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2022-10-06T10:37:05Z,<y> -02-14T12:23:04Z </y> The <t>  Philadelphia Phillies season </t> was a season in American baseball.
1914 Philadelphia Phillies season,2007-11-26T02:34:31Z,<y> -11-26T02:34:31Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-06-14T07:09:04Z,<y> -05-18T23:28:24Z </y> The following lists the events of the <t>  Philadelphia Phillies season </t>.
1915 Boston Braves season,2007-11-16T23:27:35Z,<y> -11-16T23:27:35Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-07-05T02:22:51Z,<y> -04-05T02:31:41Z </y>  Infielders Note: Pos = Position; G = Games played; AB = At bats; H = Hits; Avg.
1915 New York Giants season,2007-11-24T01:40:54Z,<y> -11-24T01:40:54Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-12-03T21:13:26Z,<y> -06-15T13:50:02Z </y> The <t>  New York Giants season </t> was the franchise's  season.
1916 New York Giants season,2007-11-24T01:40:42Z,<y> -11-24T01:40:42Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-07-10T12:30:41Z,"<y> -08-06T03:31:34Z </y> This is the current revision of this page, as edited by GoodDay (talk | contribs) at 03:31, 6 August ."
1917 Boston Braves season,2007-11-16T23:27:50Z,<y> -11-16T23:27:50Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-08-30T17:15:29Z,<y> -04-05T12:25:18Z </y> The <t>  Boston Braves season </t> was the  season of the franchise.
1917 Detroit Tigers season,2007-12-11T23:59:29Z,<y> -12-11T23:59:29Z </y> The Detroit Tigers'  season was a season in American baseball.,2020-09-23T02:27:14Z,<y> -04-24T02:37:49Z </y> The <t>  Detroit Tigers season </t> was a season in American baseball.
1917 Philadelphia Phillies season,2007-11-26T02:34:03Z,<y> -11-26T02:34:03Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-04-24T02:39:54Z,<y> -04-05T12:19:19Z </y> The following lists the events of the <t>  Philadelphia Phillies season </t>.
1918 Michigan Wolverines football team,2007-12-01T14:58:27Z,<y> -12-01T14:58:27Z </y> The <t>  Michigan Wolverines football team </t> represented the University of Michigan in the college football season of .,2021-10-21T05:14:47Z,<y> -11-04T22:00:40Z </y> The <t>  Michigan Wolverines football team </t> represented the University of Michigan in the  Big Ten Conference football season.
1920 New York Giants season,2007-11-24T01:39:56Z,<y> -11-24T01:39:56Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-07-08T14:42:20Z,<y> -07-10T12:33:30Z </y> The <t>  New York Giants season </t> was the franchise's  season.
1920 Philadelphia Phillies season,2007-11-26T02:33:25Z,<y> -11-26T02:33:25Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-08-20T19:50:24Z,<y> -04-05T15:15:56Z </y> The following lists the events of the <t>  Philadelphia Phillies season </t>.
1921 Boston Braves season,2007-11-16T23:28:56Z,<y> -11-16T23:28:56Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-10-25T19:39:03Z,<y> -07-05T02:26:42Z </y> The <t>  Boston Braves season </t> was the  season of the franchise.
1921 Philadelphia Phillies season,2007-11-26T02:33:01Z,<y> -11-26T02:33:01Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-11-11T19:40:19Z,<y> -10-06T21:49:13Z </y> The following lists the events of the <t>  Philadelphia Phillies season </t>.
1923 Manx Amateur Road Races,2007-12-12T10:33:32Z,<y> -12-12T10:33:32Z </y> September  (Mountain Course).,2018-11-07T13:09:19Z,<y> -10-05T18:04:16Z </y> The  Manx Amataeur Road Races a forerunner of the Manx Grand Prix were held on 20 September .
1924 Chicago Cubs season,2007-11-16T04:52:51Z,<y> -11-16T04:52:51Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2022-09-12T16:57:51Z,<y> -02-02T22:24:59Z </y>  The Cubs finished fifth in the National League with a record of 81–72.
1925 Detroit Tigers season,2007-12-12T00:01:35Z,<y> -12-12T00:01:35Z </y> The Detroit Tigers'  season was a season in American baseball.,2021-10-04T00:19:57Z,<y> -04-07T11:24:24Z </y> The <t>  Detroit Tigers season </t> was a season in American baseball.
1925 NFL Championship controversy,2007-12-31T19:33:54Z,"<y> -12-31T19:33:54Z </y> In American football, there is considerable controversy over whether the Pottsville Maroons should have been awarded the  National Football League Championship instead of the Chicago Cardinals.",2021-10-19T07:25:41Z,"<y> -11-01T09:20:08Z </y> The  National Football League (NFL) Championship, claimed by the Chicago Cardinals, has long been the subject of controversy, centering on the suspension of the Pottsville Maroons by NFL commissioner Joseph Carr, which prevented them from taking the title."
1927 Philadelphia Phillies season,2007-11-26T02:31:15Z,<y> -11-26T02:31:15Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-04-25T10:51:04Z,<y> -04-05T20:43:06Z </y> The following lists the events of the <t>  Philadelphia Phillies season </t>.
1928 Boston Braves season,2007-11-16T23:29:41Z,<y> -11-16T23:29:41Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-06-14T11:18:01Z,<y> -07-05T02:30:24Z </y> The <t>  Boston Braves season </t> was the  season of the franchise.
1928 Philadelphia Phillies season,2007-11-25T02:50:44Z,<y> -11-25T02:50:44Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-04-25T14:17:33Z,<y> -10-07T09:59:42Z </y> The <t>  Philadelphia Phillies season </t> was a season in Major League Baseball.
1929 Boston Braves season,2007-11-16T23:29:47Z,<y> -11-16T23:29:47Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-06-14T11:17:02Z,<y> -11-26T16:17:16Z </y> The <t>  Boston Braves season </t> was the  season of the franchise.
1929 Chicago Cubs season,2007-11-16T15:19:29Z,<y> -11-16T15:19:29Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-06-14T10:24:06Z,"<y> -11-15T07:27:12Z </y> The <t>  Chicago Cubs season </t> was the  season of the Chicago Cubs franchise, the  in the National League and the  at Wrigley Field."
1929 New York Giants (MLB) season,2007-11-24T01:31:58Z,<y> -11-24T01:31:58Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-07-31T16:24:24Z,<y> -07-10T12:39:21Z </y> The  New York Giants season was the franchise's  season.
1929 Philadelphia Phillies season,2007-11-25T02:50:34Z,<y> -11-25T02:50:34Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-06-14T07:09:03Z,<y> -11-26T10:56:14Z </y> The following lists the events of the <t>  Philadelphia Phillies season </t>.
1929 in Argentine football,2007-11-12T16:22:24Z,"<y> -11-12T16:22:24Z </y>  saw the 35 teams in the ""Asociación Amateurs Argentina de Football"" Primera División divided into two groups.",2017-06-14T19:55:50Z,<y> -04-10T20:57:51Z </y>  saw the 35 teams that formed the Primera División divided into two groups.
1929–30 Divizia A,2007-12-11T21:43:03Z,<y> -12-11T21:43:03Z </y> Template:Fb start Template:Fb end,2020-05-23T13:36:04Z,"<y> -09-12T03:13:06Z </y> The <t> –30 Divizia A </t> was the eighteenth season of Divizia A, the top-level football league of Romania."
1930 Boston Braves season,2007-11-16T23:29:53Z,<y> -11-16T23:29:53Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-11-29T00:34:33Z,<y> -10-07T16:02:14Z </y> The <t>  Boston Braves season </t> was the  season of the franchise.
1930 Philadelphia Phillies season,2007-11-25T02:50:22Z,<y> -11-25T02:50:22Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-04-25T23:37:33Z,"<y> -04-05T21:37:55Z </y>  However, their pitching is why the Phillies finished in last place."
1931 Detroit Tigers season,2007-12-12T00:03:23Z,<y> -12-12T00:03:23Z </y> The Detroit Tigers'  season was a season in American baseball.,2021-07-21T14:17:51Z,"<y> -12-29T14:49:34Z </y> During the <t>  Detroit Tigers season </t>, the team was one of eight in the American League of baseball in the United States."
1931 Philadelphia Phillies season,2007-11-25T02:49:51Z,<y> -11-25T02:49:51Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-06-14T07:13:24Z,<y> -06-14T22:46:32Z </y> The following lists the events of the <t>  Philadelphia Phillies season </t>.
1931–32 Toronto Maple Leafs season,2007-11-22T23:37:36Z,<y> -11-22T23:37:36Z </y> The Toronto Maple Leafs season involved winning the Stanley Cup.,2021-06-29T18:46:42Z,<y> -07-22T06:00:09Z </y> The <t> –32 Toronto Maple Leafs season </t> was Toronto's  season in the NHL.
1932 New York Giants (MLB) season,2007-11-24T01:31:24Z,<y> -11-24T01:31:24Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-08-16T10:33:21Z,"<y> -08-06T03:36:26Z </y> This is the current revision of this page, as edited by GoodDay (talk | contribs) at 03:36, 6 August ."
1933 Chicago Cubs season,2007-11-16T04:53:27Z,<y> -11-16T04:53:27Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-11-15T05:58:48Z,"<y> -04-06T12:53:48Z </y> The <t>  Chicago Cubs season </t> was the  season of the Chicago Cubs franchise, the  in the National League and the  at Wrigley Field."
1934 Chicago Cubs season,2007-11-16T04:53:31Z,<y> -11-16T04:53:31Z </y> Template:MLB yearly infobox-pre1969 alt Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-06-14T10:26:08Z,"<y> -11-15T05:54:51Z </y> The <t>  Chicago Cubs season </t> was the  season of the Chicago Cubs franchise, the  in the National League and the  at Wrigley Field."
1935 Chicago Cubs season,2007-11-16T15:09:46Z,<y> -11-16T15:09:46Z </y> Template:MLB yearly infobox-pre1969 alt Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-06-11T18:26:55Z,"<y> -11-15T05:55:04Z </y> The <t>  Chicago Cubs season </t> was the  season for the Chicago Cubs franchise, the  in the National League and the  at Wrigley Field."
1935 New York Giants (MLB) season,2007-11-24T01:30:51Z,<y> -11-24T01:30:51Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-06-14T07:20:27Z,<y> -09-12T20:38:35Z </y> The  New York Giants season was the franchise's  season.
1935–36 Montreal Maroons season,2007-12-06T19:48:06Z,<y> -12-06T19:48:06Z </y> The Montreal Maroons season involved participating in the longest playoff game in NHL history.,2018-02-07T16:21:50Z,<y> -12-26T16:01:20Z </y> The <t> –36 Montreal Maroons season </t> involved participating in the longest playoff game in NHL history.
1936 Boston Bees season,2007-11-16T23:30:47Z,"<y> -11-16T23:30:47Z </y> Near the end of the debacle of the  season, Emil Fuchs gave up his share of the team and retired.",2021-11-10T23:00:12Z,<y> -10-07T23:42:32Z </y> The <t>  Boston Bees season </t> was the  season of the franchise.
1937 Boston Bees season,2007-11-16T23:30:56Z,<y> -11-16T23:30:56Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-07-05T02:38:19Z,<y> -12-25T08:42:48Z </y> The <t>  Boston Bees season </t> was the  season of the franchise.
1938 Boston Bees season,2007-11-16T23:58:23Z,<y> -11-16T23:58:23Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-06-14T11:17:04Z,<y> -07-05T02:38:48Z </y> The <t>  Boston Bees season </t> was the  season of the franchise.
1939 Philadelphia Phillies season,2007-11-25T02:45:49Z,<y> -11-25T02:45:49Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-08-25T20:28:34Z,<y> -08-25T15:13:36Z </y> The <t>  Philadelphia Phillies season </t> was a season in Major League Baseball.
1940 New York Giants (MLB) season,2007-11-24T01:29:49Z,<y> -11-24T01:29:49Z </y> Template:MLB yearly infobox-pre1969 alt Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-06-14T07:20:29Z,<y> -11-19T00:17:19Z </y> The  New York Giants season was the franchise's  season.
1941 Chicago Cubs season,2007-11-16T04:53:59Z,<y> -11-16T04:53:59Z </y> Template:MLB yearly infobox-pre1969 alt Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-11-15T05:56:45Z,"<y> -03-27T03:47:51Z </y> The <t>  Chicago Cubs season </t> was the  season of the Chicago Cubs franchise, the  in the National League and the  at Wrigley Field."
1942 Chicago Cubs season,2007-11-16T04:54:03Z,<y> -11-16T04:54:03Z </y> Template:MLB yearly infobox-pre1969 alt Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2022-06-28T02:22:23Z,"<y> -01-15T20:12:50Z </y> This is the current revision of this page, as edited by :410:::ddcc:253:d23: (talk) at 20:12, 15 January ."
1942 Philadelphia Phillies season,2007-11-25T02:45:09Z,<y> -11-25T02:45:09Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-11-24T14:03:19Z,<y> -06-18T02:39:47Z </y> The <t>  Philadelphia Phillies season </t> was the  season in the history of the franchise.
1943 Boston Braves season,2007-11-16T23:59:24Z,<y> -11-16T23:59:24Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-07-05T02:42:47Z,<y> -04-07T02:54:11Z </y> The <t>  Boston Braves season </t> was the  season of the franchise.
1943 New York Giants (MLB) season,2007-11-24T01:27:04Z,<y> -11-24T01:27:04Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-07-10T12:48:57Z,<y> -11-04T22:54:00Z </y> The  New York Giants season was the franchise's  season.
1944–45 Montreal Canadiens season,2007-11-29T00:54:50Z,"<y> -11-29T00:54:50Z </y> In , Maurice Richard made NHL history by becoming the first player to score 50 goals in one season, reaching the mark on the final night of the season — 50 goals in 50 games.",2020-06-24T18:57:18Z,<y> -06-26T19:52:45Z </y> The <t> –45 Montreal Canadiens season </t> was the Canadiens'  season.
1945 New York Giants (MLB) season,2007-11-24T01:26:40Z,<y> -11-24T01:26:40Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-07-10T12:50:47Z,<y> -11-04T23:39:27Z </y> The  New York Giants season was the franchise's  season.
1946 Boston Braves season,2007-11-16T23:59:44Z,<y> -11-16T23:59:44Z </y> Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-07-05T02:44:07Z,"<y> -10-09T11:07:01Z </y> The <t>  Boston Braves season </t> was the  in the history of the Major League Baseball franchise, and its  season as a charter member of the National League."
1946 New York Giants (MLB) season,2007-11-24T01:26:29Z,<y> -11-24T01:26:29Z </y> Template:MLB yearly infobox-pre1969 alt Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-06-14T07:20:30Z,<y> -07-10T12:51:06Z </y> The  New York Giants season was the franchise's  season.
1946–47 Toronto Maple Leafs season,2007-11-28T21:53:18Z,<y> -11-28T21:53:18Z </y> The Toronto Maple Leafs season involved winning the Stanley Cup.,2020-01-14T21:56:41Z,<y> -07-21T22:30:14Z </y> The <t> –47 Toronto Maple Leafs season </t> involved winning the Stanley Cup.
1947 Chicago Cubs season,2007-11-16T04:54:23Z,<y> -11-16T04:54:23Z </y> Template:MLB yearly infobox-pre1969 alt Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2021-04-27T12:17:36Z,"<y> -04-07T16:51:11Z </y> The <t>  Chicago Cubs season </t> was the  season of the Chicago Cubs franchise, the  in the National League and the  at Wrigley Field."
1947 Michigan Wolverines football team,2007-12-31T06:17:29Z,"<y> -12-31T06:17:29Z </y> The <t>  Michigan Wolverines football team </t>, coached by Fritz Crisler, were undefeated and untied with a 10-0 record.",2021-12-24T03:49:51Z,<y> -11-30T00:58:07Z </y> The <t>  Michigan Wolverines football team </t> represented the University of Michigan in the  Big Nine Conference football season.
1947 Philadelphia Phillies season,2007-11-25T02:33:49Z,<y> -11-25T02:33:49Z </y> Template:MLB yearly infobox-pre1969 alt Infielders Outfielders Manager Note: G = Games played; AB = At Bats; H = Hits; Avg.,2020-12-05T15:06:19Z,<y> -11-14T02:02:44Z </y> The <t>  Philadelphia Phillies season </t> saw the Phillies finish in seventh place in the National League with a record of 62 wins and 92 losses.
