title,timestamp_first,timestamp_end,def_first,def_end,label
Carlo Trigilia,2021-10-20T10:49:41Z,2021-10-22T00:38:03Z,"Carlo Trigilia (born 18 June 1951) is an Italian academic and politician, who served as the minister of territorial cohesion from 28 April 2013 to February 2014.","Carlo Trigilia (born 18 June 1951) is an Italian academic and politician, who served as the minister of territorial cohesion from 28 April 2013 to February 2014.",0
Alexis Mac Allister,2021-10-02T19:38:45Z,2021-10-30T19:33:09Z,Alexis Mac Allister (born 24 December 1998) is an Argentine professional footballer who plays as a central midfielder for Premier League club Brighton & Hove Albion and the Argentina national team.,Alexis Mac Allister (born 24 December 1998) is an Argentine professional footballer who plays as a central midfielder for Premier League club Brighton & Hove Albion and the Argentina national team.,0
Paseo del Bajo,2021-10-31T21:18:05Z,2021-11-01T09:34:37Z,"Paseo del Bajo is a highway in the city of Buenos Aires, Argentina with a length of 7.1 km (4 mi) and two lanes on each direction.","Paseo del Bajo is a highway in the city of Buenos Aires, Argentina with a length of 7.1 km (4 mi) and two lanes on each direction.",0
S. Iswaran,2021-10-04T14:50:31Z,2021-11-01T11:00:12Z,S. Iswaran is a Singaporean politician who has been holding Cabinet portfolios since 15 May 2021 and is a Member of Parliament representing the West Coast ward of West Coast Group Representation Constituency since 2001.,S. Iswaran is a Singaporean politician who has been serving as Minister for Transport since 2021 and Minister-in-charge of Trade Relations since 2020.,1
International Society for Krishna Consciousness,2021-10-06T00:30:41Z,2021-10-25T00:24:44Z,"The International Society for Krishna Consciousness (ISKCON), known colloquially as the Hare Krishna movement or Hare Krishnas, is a Gaudiya Vaishnava religious organisation.","The International Society for Krishna Consciousness (ISKCON), known colloquially as the Hare Krishna movement or Hare Krishnas, is a Gaudiya Vaishnava religious organisation.",0
Shooter Jennings,2021-10-01T20:57:44Z,2021-11-01T00:38:06Z,"Shooter Jennings is an American singer, songwriter, guitarist, and record producer.","Shooter Jennings is an American singer, songwriter, guitarist, and record producer active mainly in outlaw country and Southern rock genres.",1
Bergman Island,2021-10-04T14:21:31Z,2021-11-01T22:32:03Z,"Bergman Island is a 2021 internationally co-produced drama film, written and directed by Mia Hansen-Løve.","Bergman Island is a 2021 internationally co-produced drama romance film, written and directed by Mia Hansen-Løve.",0
John E. Murray,2021-10-31T00:19:45Z,2021-11-01T00:29:01Z,"John Einar Murray was a United States Army Major General, who served as Defense Attaché to South Vietnam during the Vietnam War.","John Einar Murray was a United States Army Major General, who served as Defense Attaché to South Vietnam during the Vietnam War.",0
Kota Matsuda,2021-10-30T10:30:09Z,2021-10-30T10:54:29Z,"Kota Matsuda is a Japanese entrepreneur, enterprise manager, and politician who founded Tully's Coffee Japan and was elected as the member of the House of Councilors from the electoral district of Tokyo.","Kota Matsuda is a Japanese entrepreneur, enterprise manager, and politician from Tokyo who founded The Assembly to Energize Japan and is the party leader.",0
Pilgrim Airlines Flight 458,2021-10-01T04:09:31Z,2021-10-04T05:48:11Z,"Pilgrim Airlines Flight 458 was a scheduled United States passenger air commuter flight from LaGuardia Airport in New York City to Logan Airport in Boston, Massachusetts, with stopovers in Bridgeport, New Haven, and Groton, Connecticut.","Pilgrim Airlines Flight 458 was a scheduled United States passenger air commuter flight from LaGuardia Airport in New York City to Logan Airport in Boston, Massachusetts, with stopovers in Bridgeport, New Haven, and Groton, Connecticut.",0
Otto Wichterle,2021-10-26T13:36:40Z,2021-10-31T06:10:16Z,"Otto Wichterle (Czech pronunciation: ; 27 October 1913 – 18 August 1998) was a Czech chemist, best known for his invention of modern soft contact lenses.","Otto Wichterle (Czech pronunciation: ; 27 October 1913 – 18 August 1998) was a Czech chemist, best known for his invention of modern soft contact lenses.",0
Emiliano Marcondes,2021-10-01T21:43:50Z,2021-10-21T07:23:54Z,Emiliano Marcondes Camargo Hansen (born 9 March 1995) is a Danish professional footballer who plays as an attacking midfielder for Premier League club AFC Bournemouth.,Emiliano Marcondes Camargo Hansen (born 9 March 1995) is a Danish professional footballer who plays as an attacking midfielder for Premier League club AFC Bournemouth.,0
Mako Komuro,2021-10-01T18:47:30Z,2021-11-01T15:39:08Z,"The Emperor EmeritusThe Empress Emerita The Princess Mikasa Princess Mako (眞子内親王, Mako Naishinnō, born 23 October 1991) is the first child and elder daughter of Prince Fumihito and Princess Kiko, and a member of the Japanese imperial family.","Mako Komuro (小室 眞子, Komuro Mako, born 23 October 1991), formerly Princess Mako of Akishino (眞子内親王, Mako Naishinnō), is the first child and elder daughter of Prince Fumihito and Princess Kiko, and a former member of the Japanese imperial family.",0
No Time to Die,2021-10-01T00:40:23Z,2021-11-01T22:05:45Z,No Time to Die is a 2021 spy film and the 25th in the James Bond series produced by Eon Productions.,No Time to Die is a 2021 spy film and the twenty-fifth in the James Bond series produced by Eon Productions.,0
Mobile Suit Gundam SEED Destiny,2021-10-28T07:16:29Z,2021-10-28T07:25:38Z,"Mobile Suit Gundam SEED Destiny is an anime television series, a direct sequel to Mobile Suit Gundam SEED, set two years after the original and focusing on Shinn Asuka's involvement in a war between the Zodiac Alliance of Freedom Treaty and the regular human race.","Mobile Suit Gundam SEED Destiny is an anime television series, a direct sequel to Mobile Suit Gundam SEED, set two years after the original and focusing on Shinn Asuka's involvement in a war between the Zodiac Alliance of Freedom Treaty and the regular human race.",0
Lim Kim San,2021-10-08T19:33:28Z,2021-10-22T04:12:55Z,Lim Kim San DUT (First Class) was a Singaporean politician credited for leading the successful public housing program in the Southeast Asian city-state during the early 1960s.,"Lim Kim San was credited for leading the successful public housing program in the Southeast Asian city-state during the early 1960s, which eased the acute housing shortage problem at that time.",0
Neil Sedaka,2021-10-22T01:01:52Z,2021-10-31T08:26:44Z,"Neil Sedaka is an American pop singer, pianist, composer and record producer.","Neil Sedaka is an American pop singer, pianist, composer and record producer.",0
Klaas-Jan Huntelaar,2021-10-01T13:52:50Z,2021-10-20T17:41:31Z,"Dirk Jan Klaas ""Klaas-Jan"" Huntelaar is a retired Dutch professional footballer who played as a striker.","Dirk Jan Klaas ""Klaas-Jan"" Huntelaar (Dutch pronunciation: (listen); born 12 August 1983) is a retired Dutch professional footballer who played as a striker.",0
The Secret of the Sword,2021-10-06T08:12:53Z,2021-10-06T08:18:21Z,The Secret of the Sword is a 1985 American animated science fantasy film produced by Filmation and was part of a trend of theatrically released animated films created by producers of TV shows and toys during the 1980s.,The Secret of the Sword is a 1985 American animated science fantasy film produced by Filmation and was part of a trend of theatrically released animated films created by producers of TV shows and toys during the 1980s.,0
Monika Aidelsburger,2021-10-29T20:46:16Z,2021-10-30T15:42:57Z,"Monika Aidelsburger is a German quantum physicist, Professor and Group Leader at the Ludwig Maximilian University of Munich.","Monika Aidelsburger is a German quantum physicist, Professor and Group Leader at the Ludwig Maximilian University of Munich.",0
Greyhound Lines,2021-10-21T07:47:09Z,2021-10-29T06:33:29Z,"Greyhound Lines, Inc. , usually shortened to Greyhound, is an intercity bus common carrier serving more than 3,800 destinations across North America.","Greyhound Lines, Inc., usually shortened to Greyhound, is an intercity bus common carrier serving more than 3,800 destinations across North America.",0
Joanna Rakoff,2021-10-25T21:23:01Z,2021-10-31T22:10:02Z,"Joanna Rakoff (born May 8, 1972) is an American novelist and memoirist.",Joanna Rakoff is an American novelist and memoirist.,0
Shusha,2021-10-01T03:51:53Z,2021-10-31T00:38:49Z,"Shusha is a city in Azerbaijan, in the region of Nagorno-Karabakh, situated at an altitude of 1,400–1,800 metres (4,600–5,900 ft).","Shusha is a city in Azerbaijan, in the region of Nagorno-Karabakh.",0
The Hall of Presidents,2021-10-02T13:03:23Z,2021-10-18T00:03:27Z,The Hall of Presidents is an attraction located in Liberty Square at the Magic Kingdom in the Walt Disney World Resort.,The Hall of Presidents is an attraction located in Liberty Square at the Magic Kingdom at Walt Disney World.,0
Dorrit Jacob,2021-10-14T19:47:51Z,2021-10-16T06:59:30Z,Dorrit E. Jacob FAA is a German-born Australian geochemist.,Dorrit E. Jacob FAA is a German-born Australian geochemist.,0
Cathrine Gyldensted,2021-10-05T17:51:31Z,2021-10-05T22:07:24Z,"Cathrine Gyldensted (born 1973) is a Danish journalist, correspondent, news presenter, author and since 2011 the originator of innovating journalism through behavioural sciences like positive psychology, moral psychology and prospection known as constructive journalism.","Cathrine Gyldensted (born 1973) is a Danish journalist, author, correspondent, and news presenter and since 2011 the originator of innovating journalism through behavioural sciences like positive psychology, moral psychology and prospection known as constructive journalism.",0
Bruno Visentini,2021-10-17T10:25:16Z,2021-10-17T10:26:39Z,"Bruno Visentini (August 1, 1914 – February 13, 1995) was an Italian politician, senator, minister, lecturer and industrialist.","Bruno Visentini (August 1, 1914 – February 13, 1995) was an Italian politician, senator, minister, lecturer and industrialist.",0
Ant-Man and the Wasp,2021-10-08T06:39:42Z,2021-10-26T00:35:37Z,Ant-Man and the Wasp is a 2018 American superhero film based on Marvel Comics featuring the characters Scott Lang / Ant-Man and Hope Pym / Wasp.,Ant-Man and the Wasp is a 2018 American superhero film based on Marvel Comics featuring the characters Scott Lang / Ant-Man and Hope Pym / Wasp.,0
Red River campaign,2021-10-18T21:17:20Z,2021-10-30T05:22:11Z,"The Red River campaign or Red River expedition comprised a series of battles fought along the Red River in Louisiana during the American Civil War from March 10 to May 22, 1864.","The Red River Campaign, also known as the Red River Expedition, was a major Union offensive campaign in the Trans-Mississippi Theater of the American Civil War which took place from March 10 to May 22, 1864.",0
Sherita Hill Golden,2021-10-21T21:07:22Z,2021-10-29T13:00:03Z,Sherita Hill Golden is an American physician and the Hugh P. McCormick Family Professor of Endocrinology and Metabolism at Johns Hopkins University.,Sherita Hill Golden is an American physician who is the Hugh P. McCormick Family Professor of Endocrinology and Metabolism at Johns Hopkins University.,0
Kitty Gordon,2021-10-19T16:46:44Z,2021-10-20T02:02:28Z,Kitty Gordon (22 April 1878 – 26 May 1974) was an English stage and silent film actress.,Kitty Gordon (born Constance Minnie Blades; 22 April 1878 – 26 May 1974) was an English stage and silent film actress,0
Energy Hastei,2021-10-30T09:56:05Z,2021-10-30T22:54:09Z,"""Nuclear Energy"" is the name of a song by Amir Tataloo, an Iranian singer and songwriter, which was released in July 2015, at the same time as the Iran nuclear talks with the 5+1","""Energy Hastei"" is the name of a song by Amir Tataloo, an Iranian singer and songwriter, which was released in July 2015, at the same time as the Iran nuclear talks with the 5+1.",1
MrBeast,2021-10-01T20:43:43Z,2021-10-31T15:37:18Z,"Jimmy Donaldson (born May 7, 1998), better known online as MrBeast, is an American YouTuber, businessman, and philanthropist.","James Stephen ""Jimmy"" Donaldson (born May 7, 1998), better known online as MrBeast, is an American YouTuber, businessman, and philanthropist.",0
