title,timestamp_first,timestamp_end,def_first,def_last,label
Zvi Zilker,2021-11-18T10:49:56Z,2021-11-20T13:04:17Z,Zvi Zilker (born 13 March 1933) is an Israeli politician who served as the second and fourth mayor of Ashdod.,Zvi Zilker (13 March 1933 – 18 November 2021) was an Israeli politician who served as the fourth and sixth mayor of Ashdod.,1
Jaan Lippmaa,2021-11-22T00:16:50Z,2021-11-25T05:14:18Z,Jaan Lipmaa (30 March 1942 – 16 November 2021) was an Estonian engineer and politician.,Jaan Lippmaa (30 March 1942 – 16 November 2021) was an Estonian engineer and politician.,0
Shin Megami Tensei V,2021-11-02T16:04:16Z,2021-11-30T22:41:47Z,Shin Megami Tensei V is an upcoming post-apocalyptic role-playing video game by Atlus.," Shin Megami Tensei V is a post-apocalyptic role-playing video game developed by Atlus, and released in November 2021 for the Nintendo Switch.",1
Pamela Snow,2021-11-30T09:00:00Z,2021-12-01T16:14:04Z,Pamela Claire Snow is an educational psychologist known for her work on the acquisition of language in children and its effects on mental health and other risk factors.,Pamela Claire Snow is an educational psychologist known for her work on the acquisition of language in children and its effects on mental health and social risk factors.,0
OPEC,2021-11-03T00:29:26Z,2021-11-30T14:55:39Z," The Organization of the Petroleum Exporting Countries (OPEC, /ˈoʊpɛk/ OH-pek) is an intergovernmental organization or cartel of 13 countries."," The Organization of the Petroleum Exporting Countries (OPEC, /ˈoʊpɛk/ OH-pek) is an intergovernmental organization or cartel of 13 countries.",0
Maryam Modjaz,2021-11-11T22:25:56Z,2021-11-19T19:21:21Z," Maryam Modjaz is an American astrophysicist, Professor and Director of Equity and Inclusion at the New York University.",Maryam Modjaz is a German-American astrophysicist who is a professor and Director of Equity and Inclusion at the New York University.,0
"Wessyngton (Cedar Hill, Tennessee)",2021-11-14T19:04:14Z,2021-11-14T19:15:40Z," Wessyngton is a historic mansion on a former tobacco plantation in Cedar Hill, Tennessee, U. S. It is listed on the National Register of Historic Places."," Wessyngton is a historic mansion on a former tobacco plantation in Cedar Hill, Tennessee, U. S. It is listed on the National Register of Historic Places.",0
Buena Vista Social Club,2021-11-02T15:31:32Z,2021-11-02T15:33:34Z,Buena Vista Social Club is an ensemble of Cuban musicians established in 1996.,Buena Vista Social Club is an ensemble of Cuban musicians established in 1996.,0
David McFarlan,2021-11-06T16:59:43Z,2021-11-14T01:57:41Z,David McFarlan (3 October 1862 – 2 January 1940) was a Scotland international rugby union player.,David McFarlan (3 October 1862 – 2 January 1940) was a Scotland international rugby union player.,0
Comayagua International Airport,2021-11-06T20:50:12Z,2021-11-21T20:51:30Z," Comayagua International Airport (IATA: XPL, ICAO: MHPR), or Palmerola International Airport, is an international airport located 6 km (4 mi) south of the centre of Comayagua, Honduras."," Comayagua International Airport (IATA: XPL, ICAO: MHPR), or Palmerola International Airport, is an international airport located 6 km (4 mi) south of the centre of Comayagua, Honduras.",0
Zapyrastra stellata,2021-11-08T00:50:12Z,2021-11-08T01:53:19Z,Zapyrastra stellata is a species of moth of the family Momphidae first described by Alfred Philpott in 1931.,Zapyrastra stellata is a species of moth of the family Momphidae first described by Alfred Philpott in 1931.,0
Ogechi Adeola,2021-11-22T23:19:30Z,2021-11-27T14:01:18Z,Ogechi Adeola is a Nigerian business studies academic.,Ogechi Adeola is a Nigerian business studies academic.,0
Weddinger Opposition,2021-11-11T16:04:35Z,2021-11-11T18:48:20Z," The Weddinger opposition (also known as the Weber group, more rarely Wedding-Palatinate opposition) was a group of the ultra-left wing of the Communist Party of Germany (KPD) that was formed in 1924."," The Weddinger opposition (also known as the Weber group, more rarely Wedding-Palatinate opposition) was a group of the ultra-left wing of the Communist Party of Germany (KPD) that was formed in 1924.",0
Nathy Peluso,2021-11-02T09:27:35Z,2021-11-30T22:45:42Z," Natalia Peluso (Luján, Buenos Aires, January 12, 1995), known artistically as Nathy Peluso, is a Barcelona-based Argentine singer and songwriter who fuses hip hop, soul, trap, jazz, rap, salsa and swing within her music."," Natalia Beatriz Dora Peluso (born 12 January 1995), known artistically as Nathy Peluso, is an Argentine singer, songwriter, dancer and pedagogist.",0
Ring (jewellery),2021-11-13T23:59:11Z,2021-12-01T09:30:08Z," A ring is a round band, usually of metal, worn as ornamental jewellery."," A ring is a round band, usually of metal, worn as ornamental jewellery.",0
Etel Adnan,2021-11-14T15:11:09Z,2021-11-15T14:26:34Z," Etel Adnan (Arabic: إيتيل عدنان; born 24 February 1925 in Beirut, French Lebanon) is a Lebanese-American poet, essayist, and visual artist."," Etel Adnan (Arabic: إيتيل عدنان; 24 February 1925 – 14 November 2021) was a Lebanese-American poet, essayist, and visual artist.",1
Grace Y. Kao,2021-11-14T02:26:29Z,2021-11-22T02:25:58Z," Grace Yia-Hei Kao (born 1974) is an Asian American professor of ethics, who specializes in animal and human rights, ecofeminism, and Asian American Christianity.","Grace Yia-Hei Kao (born 1974) is an Asian American professor of ethics, who specializes in animal and human rights, ecofeminism, and Asian American Christianity.",0
Ray Kennedy,2021-11-14T05:30:35Z,2021-12-01T11:37:23Z,Raymond Kennedy (born 28 July 1951) is an English former footballer who won every domestic honour in the game with Arsenal and Liverpool in the 1970s and early 1980s.,Raymond Kennedy (28 July 1951 – 30 November 2021) was an English footballer who won every domestic honour in the game with Arsenal and Liverpool in the 1970s and early 1980s.,1
Paul G. Pearson,2021-12-01T06:06:13Z,2021-12-01T06:34:23Z," Paul Guy Pearson (December 5, 1926 – August 12, 2000) was an American academic, who served as president of Miami University and as acting president of Rutgers University."," Paul Guy Pearson (December 5, 1926 – August 12, 2000) was an American academic, who served as president of Miami University and as acting president of Rutgers University.",0
Machinal,2021-11-19T22:54:28Z,2021-11-23T01:46:33Z," Machinal is a 1928 play by American playwright and journalist Sophie Treadwell, inspired by the real-life case of convicted and executed murderer Ruth Snyder."," Machinal is a 1928 play by American playwright and journalist Sophie Treadwell, inspired by the real-life case of convicted and executed murderer Ruth Snyder.",0
The Courier (2020 film),2021-11-08T11:16:54Z,2021-11-25T14:00:11Z,The Courier is a 2020 historical spy film directed by Dominic Cooke.,The Courier is a 2020 historical spy film directed by Dominic Cooke.,0
Robert Bly,2021-11-10T04:09:54Z,2021-11-28T00:03:46Z," Robert Elwood Bly (born December 23, 1926) is an American poet, essayist, activist and leader of the mythopoetic men's movement."," Robert Elwood Bly (December 23, 1926 – November 21, 2021) was an American poet, essayist, activist and leader of the mythopoetic men's movement.",1
Yangko Dance,2021-11-09T18:00:16Z,2021-11-26T21:23:20Z,"Yangko Dance ((Chinese: 大秧歌; pinyin: Dà Yāng Gē) is a 2015 Chinese television series jointly produced by Shandong Film and Television Media Group, Shandong Film and Television Media Group Co. Ltd. , Beijing Perfect Jianxin Film and Television Culture Co. Ltd. , and Xi'an Aojinbai Film and Television Co. , Ltd","Yangko Dance (Chinese: 大秧歌; pinyin: Dà Yāng Gē) is a 2015 Chinese television series jointly produced by Shandong Film and Television Media Group, Shandong Film and Television Media Group Co. Ltd. , Beijing Perfect Jianxin Film and Television Culture Co. Ltd. , and Xi'an Aojinbai Film and Television Co. Ltd.",0
Madhabi,2021-11-11T07:33:39Z,2021-11-28T17:05:43Z,Madhabi (Nepali: माधवी) is a Nepali novel by Madan Mani Dixit.,Madhabi (Nepali: माधवी) is a Nepali-language mythological novel by Madan Mani Dixit.,1
Doug MacLeod (musician),2021-11-06T04:54:56Z,2021-11-17T17:18:58Z," Doug MacLeod (born April 21, 1946 in New York City, United States) is an American storytelling blues musician."," Doug MacLeod (born April 21, 1946 in New York City, United States) is an American storytelling blues musician.",0
William Gidley Emmett,2021-11-17T17:44:30Z,2021-11-21T15:28:48Z," William Gidley Emmett FRSE (21 August 1887 – 5 January 1985) was a British industrial chemist, educationalist and academic author."," William Gidley Emmett FRSE (21 August 1887 – 5 January 1985) was a British industrial chemist, educationalist and academic author.",0
Edson Rontani,2021-11-11T15:35:09Z,2021-11-22T16:47:12Z," Edson Rontani (Piracicaba, March 23, 1933 - Piracicaba, February 24, 1997) was a Brazilian illustrator and fanzine editor, known for having created the first Brazilian fanzine about comics."," Edson Rontani (Piracicaba, March 23, 1933 - Piracicaba, February 24, 1997) was a Brazilian illustrator and fanzine editor, known for having created the first Brazilian fanzine about comics.",0
Boris Popper,2021-11-24T11:35:08Z,2021-11-30T17:31:13Z," Boris V. Popper ( December 19, 1904 St. Petersburg - February 19, 2000 Helsinki) was a Finnish-Russian emigrant living in Finland who was one of so-called Leino's prisoners."," Boris V. Popper ( December 19, 1904 St. Petersburg - February 19, 2000 Helsinki) was a White Russian émigré living in Finland who was one of so-called Leino's prisoners.",0
Gordon Crosse,2021-11-22T15:49:40Z,2021-11-30T08:42:46Z,Gordon Crosse (born 1 December 1937) is an English composer.,Gordon Crosse (1 December 1937 – 21 November 2021) was an English composer.,1
Laura Ricciardi,2021-11-03T14:12:49Z,2021-11-23T03:33:53Z," Laura Ricciardi (1969/1970) is an American filmmaker, producer and editor."," Laura Ricciardi (1969/1970) is an American filmmaker, producer and editor.",0
Fiona Crombie,2021-11-03T23:22:27Z,2021-11-12T20:24:07Z,Fiona Crombie is an American costume and production designer.,Fiona Crombie (born c. 1973) is an Australian costume and production designer.,0
Hernâni Coelho,2021-11-23T06:40:11Z,2021-11-25T06:43:29Z," Hernâni Filomena Maria Coelho da Silva (born 27 August 1964), also known by his nom de guerre Natan, is an East Timorese politician and diplomat, and a member of the Fretilin political party."," Hernâni Filomena Maria Coelho da Silva (born 27 August 1964), also known by his nom de guerre Natan, is an East Timorese politician and diplomat, and a member of the Fretilin political party.",0
El Port del Comte,2021-11-04T18:44:15Z,2021-11-04T18:44:48Z," El Port del Comte is a locality located in the municipality of La Coma i la Pedra, in Province of Lleida province, Catalonia, Spain.","El Port del Comte is a locality located in the municipality of La Coma i la Pedra, in Province of Lleida province, Catalonia, Spain.",0
Francis Sumner Merritt,2021-11-19T22:46:45Z,2021-11-23T20:16:16Z," Francis ""Fran"" Sumner Merritt (1913–2000) was an American painter, teacher, and arts administrator."," Francis ""Fran"" Sumner Merritt (1913–2000) was an American painter, teacher, and arts administrator.",0
Ch'p,2021-11-22T16:41:55Z,2021-11-28T18:30:05Z,Ch'p is a member of the Green Lantern Corps in the DC Comics Universe.,Ch'p is a fictional superhero appearing in American comic books published by DC Comics.,0
Joseph A. McChristian,2021-11-12T03:02:17Z,2021-11-19T12:31:32Z," Joseph Alexander McChristian (October 12, 1914 – May 13, 2005) was a United States Army Brigadier General and the assistant chief of staff for intelligence, Military Assistance Command, Vietnam (J-2, MACV) (then commanded by General William Westmoreland) from July 13, 1965 to June 1, 1967."," Joseph Alexander McChristian (October 12, 1914 – May 13, 2005) was a United States Army Brigadier General and the assistant chief of staff for intelligence, Military Assistance Command, Vietnam (J-2, MACV) (then commanded by General William Westmoreland) from July 13, 1965 to June 1, 1967.",0
George Izard,2021-11-13T02:52:33Z,2021-11-24T09:57:33Z," George Izard (October 21, 1776 – November 22, 1828) was a senior officer of the United States Army who served as the second Governor of Arkansas Territory from 1825 to 1828."," George Izard (October 21, 1776 – November 22, 1828) was a senior officer of the United States Army who served as the second governor of Arkansas Territory from 1825 to 1828.",0
SpaceX Starship,2021-11-01T00:35:24Z,2021-12-01T10:58:50Z," Starship is a fully reusable launch system in development by American aerospace company SpaceX, which consists of a first stage named Super Heavy and a second stage named Starship.",Starship is a class of fully reusable launch vehicle in development by American aerospace company SpaceX.,0
The Virgin Eleousa,2021-11-04T13:24:28Z,2021-11-17T15:08:13Z,The Virgin Eleousa is a tempera painting attributed to Angelos Akotantos.,The Virgin Eleousa is a tempera painting attributed to Angelos Akotantos.,0
Keio Academy of New York,2021-11-13T21:12:31Z,2021-11-19T10:39:09Z," Keio Academy of New York (慶應義塾ニューヨーク学院, Keiō Gijuku Nyūyōku Gakuin, Keio NY) is a private high school in Purchase, Harrison, New York in the New York City metropolitan area."," Keio Academy of New York (慶應義塾ニューヨーク学院, Keiō Gijuku Nyūyōku Gakuin, Keio NY) is a private high school in Purchase, Harrison, New York in the New York City metropolitan area.",0
Alessandra Iozzi,2021-11-06T20:44:24Z,2021-11-20T05:10:43Z,Alessandra Iozzi (born 25 January 1959) is a mathematician known for her research in geometric group theory.,Alessandra Iozzi (born 25 January 1959 in Rome) is an Italian-born mathematician known for her research in geometric group theory.,0
Internet censorship,2021-11-02T16:15:08Z,2021-12-01T18:13:01Z," Internet censorship is the control or suppression of what can be accessed, published, or viewed on the Internet enacted by regulators, or on their own initiative."," Internet censorship is the control or suppression of what can be accessed, published, or viewed on the Internet enacted by regulators, or on their own initiative.",0
Antonio Escohotado,2021-11-03T14:53:28Z,2021-11-25T17:39:31Z," Antonio Escohotado Espinosa (born 5 July 1941 in Madrid) is a Spanish philosopher, essayist and university professor whose work, while mainly focused on law, philosophy and sociology, has covered a wide range of fields.",Antonio Escohotado Espinosa (5 July 1941 – 21 November 2021) was a Spanish philosopher and essayist.,1
